id,status,ip,exposure_date,clinical_date,notification_date,removal_date,recovery_date,vacc_date,region,county,cluster,xcoord,ycoord,area,type,animal,total
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.00548230540872,-31.477687167675967,52.69305492029952,chicken-meat-farm,chicken,519
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.1581757686135,-31.062099685710628,72.72430169808509,chicken-meat-farm,chicken,428
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8912867290471,-30.940481619376374,62.55037281939649,chicken-meat-farm,chicken,336
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.83262008154264,-31.15655935999912,32.27940425106566,chicken-meat-farm,chicken,583
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.72462981527076,-31.245073613199345,68.13224562593572,chicken-meat-farm,chicken,534
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.78806906203243,-31.397544864388323,39.59031646261377,chicken-meat-farm,chicken,493
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.89399169859956,-31.29085605806375,21.63936526383264,chicken-meat-farm,chicken,152
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.080072345541,-31.26959397999384,62.13066389233124,chicken-meat-farm,chicken,194
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.51943071362314,-31.373176616284805,73.26905693781539,chicken-meat-farm,chicken,54
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.14321483328968,-30.922710829736175,84.1171476798869,chicken-meat-farm,chicken,143
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.87864081669215,-31.487229462040112,23.850858514500764,chicken-meat-farm,chicken,159
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.36611580958885,-31.16048339291097,24.887199481146475,chicken-meat-farm,chicken,322
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.25464776048744,-31.220014695554134,19.642517788121463,chicken-meat-farm,chicken,156
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0806081280968,-31.276064125349578,105.61476778033817,chicken-meat-farm,chicken,303
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4286447093328,-31.245862582671307,16.717084424845808,chicken-meat-farm,chicken,103
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.31155115033374,-31.15685824440026,17.01706014684142,chicken-meat-farm,chicken,381
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.09083983054,-31.411492841874214,197.81146644032518,chicken-meat-farm,chicken,460
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8690317767822,-31.43064719059508,36.743398038374714,chicken-meat-farm,chicken,42
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8217647006657,-31.45611274271895,31.87610508618687,chicken-meat-farm,chicken,221
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8597855648797,-31.529950005308194,21.490361527762218,chicken-meat-farm,chicken,225
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.53237397670938,-32.94186448703029,130.45056424522505,chicken-meat-farm,chicken,34
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.08842127000423,-32.59940406540574,44.311161058838856,chicken-meat-farm,chicken,93
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.76328208489946,-32.707758842645575,18.542303452414,chicken-meat-farm,chicken,193
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.37039557170232,-33.00537223027458,105.17926784042788,chicken-meat-farm,chicken,145
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.38393014908434,-32.90938796189891,112.05918669934823,chicken-meat-farm,chicken,63
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.93471987422578,-32.48285760890751,22.605613562841427,chicken-meat-farm,chicken,249
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.45405777812914,-32.98125098523843,83.75179136504572,chicken-meat-farm,chicken,31
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3931578082972,-32.6998706608755,36.46918816739038,chicken-meat-farm,chicken,133
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.88678397376276,-32.54059312740527,76.46483475336676,chicken-meat-farm,chicken,90
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.35143801917184,-32.685914431798196,51.54220189127711,chicken-meat-farm,chicken,47
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.6874319873508,-32.704330052607645,15.707924031487742,chicken-meat-farm,chicken,130
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.92884054011,-32.752574405421484,71.9062353170711,chicken-meat-farm,chicken,82
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.7236314532507,-32.92519876510357,53.149855197871176,chicken-meat-farm,chicken,28
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.06174594445582,-32.576409416827644,27.033268092868926,chicken-meat-farm,chicken,62
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.4407461257544,-32.944061843425075,56.638623154295054,chicken-meat-farm,chicken,76
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.41189013442943,-32.79591882143758,317.3029975604775,chicken-meat-farm,chicken,42
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.97423614081356,-32.477800728957504,13.389047169635012,chicken-meat-farm,chicken,97
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.01684107127477,-32.49078215673224,49.3433731215776,chicken-meat-farm,chicken,168
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.66678224869526,-32.440035494749424,37.98350705470374,chicken-meat-farm,chicken,129
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.98586399702054,-32.6019037013325,31.16626285234273,chicken-meat-farm,chicken,20
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.75293502338485,-32.70342736684752,24.55792676398126,chicken-meat-farm,chicken,53
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.56265083362337,-32.73724356604041,66.43325254803575,chicken-meat-farm,chicken,172
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.594714899674,-32.603975250722016,120.8036465833854,chicken-meat-farm,chicken,67
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.0792540930663,-32.59801421896444,31.898654729108664,chicken-meat-farm,chicken,114
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.15605490660263,-32.68215045447971,44.67600009731564,chicken-meat-farm,chicken,35
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.64902353261672,-17.148785785342273,16.316413174534656,chicken-meat-farm,chicken,10
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.11178432512105,-17.007353073844584,9.81678880152641,chicken-meat-farm,chicken,10
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.3446163357205,-16.99316851209312,15.237685889990448,chicken-meat-farm,chicken,10
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.74699557872572,-16.914190254155002,14.130632541140384,chicken-meat-farm,chicken,10
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.75307463744042,-16.859599974884475,15.395757604455232,chicken-meat-farm,chicken,10
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.4915056881232,-16.710006768568668,17.35839147758527,chicken-meat-farm,chicken,10
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.71994497535502,-16.99449609099704,5.064455541572232,chicken-meat-farm,chicken,10
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.09309719532246,-16.94948685782642,17.685030732946885,chicken-meat-farm,chicken,10
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.3494514070075,-16.57199405485721,8.53744865220229,chicken-meat-farm,chicken,10
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.40919985105916,-16.57294843010196,4.785845426828516,chicken-meat-farm,chicken,10
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.3768957485874,-16.729658597978382,20.733213529061878,chicken-meat-farm,chicken,10
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.18613030054047,-17.355896994439682,18.14311656359539,chicken-meat-farm,chicken,10
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.41198147834356,-16.64614940644795,3.1719531625407784,chicken-meat-farm,chicken,10
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.11119982952323,-16.801927386240152,1.8600684139283858,chicken-meat-farm,chicken,10
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.81483572938743,-17.069053183683625,7.765685582450089,chicken-meat-farm,chicken,10
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.12105096959505,-17.011729148307328,13.070062101049276,chicken-meat-farm,chicken,10
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.67537885815503,-17.374171314040904,9.940434946711747,chicken-meat-farm,chicken,10
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.50105142914114,-34.96585969126447,4.105336109744309,chicken-meat-farm,chicken,125
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.10808743339544,-34.59153108134052,35.837350072361815,chicken-meat-farm,chicken,113
96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.66514997116087,-34.476986918305855,8.259061954137177,chicken-meat-farm,chicken,197
97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.33518012482568,-34.94974178648468,5.665428604778121,chicken-meat-farm,chicken,105
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.91537404984052,-34.58122342398623,32.94897220957805,chicken-meat-farm,chicken,167
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.89232644230884,-35.13110689083469,8.497824044097353,chicken-meat-farm,chicken,135
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.47444007897468,-34.94714673056565,9.613710856786819,chicken-meat-farm,chicken,97
101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.7753821685243,-34.60639026211268,136.86375728265642,chicken-meat-farm,chicken,109
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.57942136036087,-35.04421818398548,21.384593693513928,chicken-meat-farm,chicken,96
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.25977202384772,-34.657336300992164,9.263077786996625,chicken-meat-farm,chicken,42
104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.6979316607984,-35.08207685237515,10.31536073434061,chicken-meat-farm,chicken,186
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.120583393344,-34.952824866004136,3.9417825204775423,chicken-meat-farm,chicken,145
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.2021768621588,-34.68593402486155,8.038162882857693,chicken-meat-farm,chicken,36
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.46319308428681,-35.10883880463082,13.585396371797456,chicken-meat-farm,chicken,214
108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.5224761540891,-35.030135615601196,5.953206630476373,chicken-meat-farm,chicken,358
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.5356867702775,-34.93243971409258,9.979373528385036,chicken-meat-farm,chicken,362
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.07818949139272,-34.63380235545118,27.142646921382042,chicken-meat-farm,chicken,210
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.33708615627432,-33.14893021815844,32.96882721474482,chicken-meat-farm,chicken,9
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.58606755308614,-32.726047067972274,8.503217865781249,chicken-meat-farm,chicken,3
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.50657656996043,-32.624341434565125,8.239011890070293,chicken-meat-farm,chicken,75
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3629352041491,-33.302438088338505,4.117290902182278,chicken-meat-farm,chicken,72
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.50845032184012,-33.19211035045885,6.55487793171574,chicken-meat-farm,chicken,32
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.17007639730576,-32.909855105810145,3.7721895919055624,chicken-meat-farm,chicken,134
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.58270626354093,-32.7286690090416,5.323081250427478,chicken-meat-farm,chicken,12
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.44026912728236,-32.752325354000604,4.213335361760115,chicken-meat-farm,chicken,75
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.44794076843021,-32.70087773964149,14.516531242055464,chicken-meat-farm,chicken,25
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.43278876446774,-32.628674273779765,11.094022218511853,chicken-meat-farm,chicken,24
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.02288245887354,-32.629398947361295,9.133807496348144,chicken-meat-farm,chicken,168
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.6286733900509,-32.93850937423234,22.877302958264753,chicken-meat-farm,chicken,57
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.61885387641445,-32.94427098390452,8.917999968693685,chicken-meat-farm,chicken,20
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.24199672179958,-32.932973896222265,46.87623662726509,chicken-meat-farm,chicken,1
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3606676359949,-33.202118443874625,13.975053237060289,chicken-meat-farm,chicken,100
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.16786135345043,-32.97535141817532,10.038947978302772,chicken-meat-farm,chicken,141
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.22591056177637,-32.796801132771016,23.350273608745518,chicken-meat-farm,chicken,162
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1247565580882,-27.792391780672,57.542101211536455,chicken-meat-farm,chicken,32
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.01650716900102,-27.387893363092033,11.1437482704919,chicken-meat-farm,chicken,2
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.23299038360102,-27.64525826647077,31.933518380647403,chicken-meat-farm,chicken,4
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1938213037652,-27.770493372182926,24.59849642833402,chicken-meat-farm,chicken,2
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.38074755924885,-27.69516815845941,31.713851209086723,chicken-meat-farm,chicken,56
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.0495980937076,-27.82805268913858,18.250818562435075,chicken-meat-farm,chicken,4
134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.4303239094142,-27.546040552525454,66.01471771544466,chicken-meat-farm,chicken,19
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.90378166302654,-27.90934733396579,6.026114813258423,chicken-meat-farm,chicken,4
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.02042937405326,-27.42939378044897,40.47988324364513,chicken-meat-farm,chicken,1
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.9163018302845,-27.444758510836266,48.05392515221783,chicken-meat-farm,chicken,4
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.11750247156317,-27.666552866496566,130.71060848877158,chicken-meat-farm,chicken,86
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.93777460852993,-27.47933052280606,17.316984961961413,chicken-meat-farm,chicken,6
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.80439087630901,-27.71934360060564,45.31430400740024,chicken-meat-farm,chicken,26
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1109438491936,-27.852050401925105,58.99891168072326,chicken-meat-farm,chicken,15
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.36545673190892,-27.94139444255434,54.55277308683766,chicken-meat-farm,chicken,55
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.30580717841286,-28.057963183027617,23.386181050552256,chicken-meat-farm,chicken,5
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.9444094938758,-27.64360479764853,81.14786737341734,chicken-meat-farm,chicken,262
145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.83084093022674,-34.86470015496157,1.5295095532444203,chicken-meat-farm,chicken,10
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.30723617275032,-34.493166525875836,14.745997790031788,chicken-meat-farm,chicken,10
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.93967872721032,-34.43102688558719,14.287388385318822,chicken-meat-farm,chicken,10
148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.6973115749409,-34.96452010819917,3.049245493982994,chicken-meat-farm,chicken,10
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.5751645840037,-34.66344576858829,5.077800442214066,chicken-meat-farm,chicken,10
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.65840749427792,-35.036486434023246,17.872855905952406,chicken-meat-farm,chicken,10
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.68418826139586,-34.6072585324234,1.9878993316544435,chicken-meat-farm,chicken,10
152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.59071413101452,-34.842716449692695,7.758023248656598,chicken-meat-farm,chicken,10
153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.58799201517513,-34.71686821120353,14.679878699507006,chicken-meat-farm,chicken,10
154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.0683398599783,-34.58769578921449,5.873525396834316,chicken-meat-farm,chicken,10
155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.52670855196163,-34.60855759437348,15.053308234051409,chicken-meat-farm,chicken,10
156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.89498700120672,-34.753316720940546,9.569585978347577,chicken-meat-farm,chicken,10
157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.43324972256062,-34.35602810504669,13.10331576799313,chicken-meat-farm,chicken,10
158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.58737501818393,-34.23445562973808,4.446684107439848,chicken-meat-farm,chicken,10
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.49225734389017,-34.38335047423009,12.934749949988063,chicken-meat-farm,chicken,10
160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.93411971574125,-34.75072247596245,6.402798104264611,chicken-meat-farm,chicken,10
161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.65755152975098,-34.991040791572914,4.409400386936704,chicken-meat-farm,chicken,10
162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.28156376235015,-28.958085257785804,25.761544893254257,chicken-meat-farm,chicken,5
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.35163629800394,-28.93215489099175,21.775455972087663,chicken-meat-farm,chicken,235
164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.27283712441618,-28.364110325477156,116.11556559319276,chicken-meat-farm,chicken,7
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.41102044138648,-28.29158593308168,57.476802421150744,chicken-meat-farm,chicken,41
166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.44971825046855,-28.80522949045853,66.59001509337413,chicken-meat-farm,chicken,15
167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.3103978898967,-28.98404834510105,12.600782914319419,chicken-meat-farm,chicken,17
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.44416269683234,-28.559739386462986,4.937957062431434,chicken-meat-farm,chicken,4
169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.29423394953608,-28.325236902865246,31.27336631585467,chicken-meat-farm,chicken,133
170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5421220384967,-28.52140550361065,20.070109826381586,chicken-meat-farm,chicken,88
171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.44814163089114,-28.503984404186696,23.62476899895176,chicken-meat-farm,chicken,181
172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.54227065753656,-28.770874803145215,27.820143021415443,chicken-meat-farm,chicken,63
173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5484446344521,-28.512093165974402,16.399197579660044,chicken-meat-farm,chicken,120
174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.33336859148596,-28.434893901258356,29.751783361343698,chicken-meat-farm,chicken,7
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.39768527235395,-28.834271382192362,10.31148347345261,chicken-meat-farm,chicken,105
176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.49661091867566,-28.63603276906267,22.907258520210323,chicken-meat-farm,chicken,267
177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.43011963878047,-28.82648859939361,27.715263124728914,chicken-meat-farm,chicken,6
178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.1250406855669,-28.600841233458965,83.70277462364899,chicken-meat-farm,chicken,424
179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.81530782995674,-17.06815591618134,19.26753366095854,chicken-meat-processing,chicken,1000
180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.63681076943328,-27.201171725029663,15.5747239836184,chicken-meat-processing,chicken,1785
181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.8505318067968,-27.822024751254755,151.03181913881215,chicken-meat-processing,chicken,1562
